image/de_feod/feod_005.jpg,"
Молочный шоколад с цельным лесным орехом
""Feodora""
Изготовление - Бремен
Годен до сентября 2003
Вес - 100 г
Упаковка - конверт
Из коллекции  Елены 
"
image/pl_wedel/wedel_015.jpg,"
Шоколад с клубничной начинкой
""E.Wedel""  (название условное)
Годен до февраля 1995
Вес - 100 г
Упаковка - конверт
Из коллекции  Владимира
"
image/pl_wedel/wedel_003.jpg,"
Горький шоколад
""Compliment"" 
Изготовление - март 2005
Вес - 100 г
Упаковка - прямоугольная коробка
Из коллекции  Михаила
"
image/cn_mars/mars_006.jpg,"
Молочный шоколад с воздушным рисом
""Dove"" (?)  (Название предположительное)
Изготовление - март 2015
Вес - 12 г
Упаковка - флоу-пак
Из коллекции Александры (mail)
"
image/ru_chokmas/chokmas_013.jpg,"
Шоколад горький с фундуком
""Сальве"" 
Изготовление - апрель 2008
Вес - 100 г
Упаковка - конверт
Из коллекции  Елены 
"
image/de_sarotti/sarotti_003.jpg,"
Молочный шоколад с орехом
""Sarotti"" (название условное) 
Годен до марта 2003
Вес - 100 г
Упаковка - конверт
Из коллекции Александры (mail)
"
image/sy_tello/tello_002.jpg,"
Молочный шоколад с апельсиновым вкусом
""Max""  
Изготовление - 1990-ые годы
Вес - предположительно от 20 до 60 г
Упаковка - обертка
Из коллекции  Михаила
"
image/it_domori/domori_001.jpg,"
Темный шоколад 70 % 
""Arriba Acienda Victoria Ecuador""  
Годен до сентября 2018
Вес - 25 г
Упаковка - прямоугольная коробка
Из коллекции Александры (mail)
"
image/de_feod/feod_002.jpg,"
Шоколад со взбитыми сливками и кофе
""Feodora""
Изготовление - Бремен
Годен до апреля 2004
Вес - 100 г
Упаковка - конверт
Из коллекции Александры (mail)
"
image/ru_rubkov/rubkov_001.jpg,"
Шоколад молочный с изюмом и арахисом
""ЛЮКС Самарский"" (название условное)
ООО ""Мечта""
Изготовление - октябрь 2008
Вес - 100 г
Упаковка - прямоугольная коробка
Из коллекции  Владимира.

"
image/sy_tello/tello_003.jpg,"
Шоколад
""Max""  
Изготовление - 1990-ые годы
Вес - предположительно от 20 до 60 г
Упаковка - обертка
Из коллекции  Михаила
"
image/cn_mars/mars_005.jpg,"
Молочный шоколад с воздушным рисом
""Dove"" (?)  (Название предположительное)
Изготовление - июль 2015
Вес - 24 г
Упаковка - флоу-пак
Из коллекции Александры (mail)
"
image/ru_ozer/ozer_007.jpg,"
Горький шоколад
""O'zera dark 55 %""  
Изготовление - ноябрь 2018
Вес - 90 г
Упаковка - прямоугольная коробка
Из коллекции  Владимира
"
image/ru_elit/elit_003.jpg,"
Шоколадный десерт (кондитерская плитка) с воздушным рисом и арахисом
""Приятное знакомство"" 
Изготовление - март 2003
Вес - 80 г
Упаковка - обертка
Из коллекции  Владимира.

"
image/sy_tello/tello_004.jpg,"
Шоколад
""Max""  
Изготовление - 1990-ые годы
Вес - предположительно от 20 до 60 г
Упаковка - обертка
Из коллекции  Михаила
"
image/ifc_001.jpg,"
Молочный шоколад с драже из молочного шоколада в сахарной оболочке
""Disney"" (название условное) 
Винни Пух
Годен до ноября 2016
Вес - 100 г
Упаковка - флоу-пак
Из коллекции Александры (mail)
"
image/es_hosdul/hosdul_004.jpg,"
Кондитерская молочная плитка с арахисом
""Virgen de la Victoria""
Годен до марта 1998
Вес - 100 г
Упаковка - конверт
Из коллекции Александры (mail)
"
image/de_feod/feod_003.jpg,"
Горький шоколад
""Feodora""
Изготовление - Бремен
Годен до апреля 2004
Вес - 100 г
Упаковка - конверт
Из коллекции Александры (mail)
"
image/ru_siblife/siblife_006.jpg,"
Молочный шоколад
""Siberian Life""
Изготовление - июль 2017
Вес - 25 г
Упаковка - обертка
Из коллекции  Михаила
"
image/ru_volgan/volgan_148.jpg,"
Сладкая плитка
""Пальма""
Изготовление -  1990 (?)
Вес - 100 г
Упаковка - обертка
Из коллекции  Владимира
"
image/it_domori/domori_002.jpg,"
Темный шоколад 70 % 
""Sambirano Madagascar""  
Годен до сентября 2018
Вес - 25 г
Упаковка - прямоугольная коробка
Из коллекции Александры (mail)
"
